date, time,Latitude,Longitude,Altitude,(m),Speed(km/h),Total distance(km)
2024-04-02,13:44:42,53.355516,-6.280359,82.0,0.0,0.000
2024-04-02,13:44:44,53.355580,-6.280361,90.0,13.6,0.007
2024-04-02,13:44:45,53.355541,-6.280301,86.0,21.2,0.013
2024-04-02,13:44:46,53.355516,-6.280306,91.0,10.1,0.016
2024-04-02,13:44:47,53.355547,-6.280325,88.0,13.5,0.020
