name,time,advertising_interval,sequence_number
rssi,2024-04-02 14:10:46.046,500,1
rssi,2024-04-02 14:10:46.046,500,2
rssi,2024-04-02 14:10:47.047,500,3
rssi,2024-04-02 14:10:47.047,500,4
rssi,2024-04-02 14:10:48.048,500,5
rssi,2024-04-02 14:10:48.048,500,6
rssi,2024-04-02 14:10:49.049,500,7
rssi,2024-04-02 14:10:49.049,500,8
rssi,2024-04-02 14:10:50.050,500,9
rssi,2024-04-02 14:10:50.050,500,10
rssi,2024-04-02 14:10:51.051,500,11
rssi,2024-04-02 14:10:51.051,500,12
rssi,2024-04-02 14:10:52.052,500,13
rssi,2024-04-02 14:10:52.052,500,14
rssi,2024-04-02 14:10:53.053,500,15
rssi,2024-04-02 14:10:53.053,500,16
rssi,2024-04-02 14:10:54.054,500,17
rssi,2024-04-02 14:10:54.054,500,18
rssi,2024-04-02 14:10:55.055,500,19
rssi,2024-04-02 14:10:55.055,500,20
rssi,2024-04-02 14:10:56.056,500,21
rssi,2024-04-02 14:10:56.056,500,22
rssi,2024-04-02 14:10:57.057,500,23
rssi,2024-04-02 14:10:57.057,500,24
rssi,2024-04-02 14:10:58.058,500,25
rssi,2024-04-02 14:10:58.058,500,26
rssi,2024-04-02 14:10:59.059,500,27
rssi,2024-04-02 14:11:00.000,500,28
rssi,2024-04-02 14:11:00.000,500,29
rssi,2024-04-02 14:11:01.001,500,30
rssi,2024-04-02 14:11:01.001,500,31
rssi,2024-04-02 14:11:02.002,500,32
rssi,2024-04-02 14:11:02.002,500,33
rssi,2024-04-02 14:11:03.003,500,34
rssi,2024-04-02 14:11:03.003,500,35
rssi,2024-04-02 14:11:04.004,500,36
rssi,2024-04-02 14:11:04.004,500,37
rssi,2024-04-02 14:11:05.005,500,38
rssi,2024-04-02 14:11:05.005,500,39
rssi,2024-04-02 14:11:06.006,500,40
rssi,2024-04-02 14:11:06.006,500,41
rssi,2024-04-02 14:11:07.007,500,42
rssi,2024-04-02 14:11:07.007,500,43
rssi,2024-04-02 14:11:08.008,500,44
rssi,2024-04-02 14:11:08.008,500,45
