name,time,addr,device,mean,rssi,sd,sequence_number
rssi,2024-04-02 14:27:03,e45f010a7b55,rasp0,-54,-54,0,1
rssi,2024-04-02 14:27:04,e45f010a7b55,rasp0,-57,-60,3,4
rssi,2024-04-02 14:27:04,e45f010a7b55,rasp0,-57.6666666666667,-59,2.62466929133727,10
rssi,2024-04-02 14:27:05,e45f010a7b55,rasp0,-57.5,-57,2.29128784747792,20
rssi,2024-04-02 14:27:06,e45f010a7b55,rasp0,-58,-60,2.28035085019828,26
rssi,2024-04-02 14:27:07,e45f010a7b55,rasp0,-57.8333333333333,-57,2.11476292340825,33
rssi,2024-04-02 14:27:07,e45f010a7b55,rasp0,-57.8571428571429,-58,1.95875845725744,36
rssi,2024-04-02 14:27:08,e45f010a7b55,rasp0,-58,-59,1.87082869338697,47
rssi,2024-04-02 14:27:08,e45f010a7b55,rasp0,-59,-67,3.33333333333333,52
rssi,2024-04-02 14:27:09,e45f010a7b55,rasp0,-58.8,-57,3.21869538788622,58
rssi,2024-04-02 14:27:09,e45f010a7b55,rasp0,-59.4,-60,2.8,63
rssi,2024-04-02 14:27:10,e45f010a7b55,rasp0,-59.2,-58,2.82134719593318,68
rssi,2024-04-02 14:27:11,e45f010a7b55,rasp0,-59.2,-59,2.82134719593318,74
rssi,2024-04-02 14:27:11,e45f010a7b55,rasp0,-58.4,-49,4.15210789840534,79
rssi,2024-04-02 14:27:12,e45f010a7b55,rasp0,-58.5,-61,4.20119030752,84
rssi,2024-04-02 14:27:12,e45f010a7b55,rasp0,-58.2,-54,4.4,90
rssi,2024-04-02 14:27:13,e45f010a7b55,rasp0,-56.8,-44,6.12862137841782,95
rssi,2024-04-02 14:27:13,e45f010a7b55,rasp0,-55.8,-49,6.49307323229917,100
rssi,2024-04-02 14:27:14,e45f010a7b55,rasp0,-53.6,-45,6.03655530911463,106
rssi,2024-04-02 14:27:14,e45f010a7b55,rasp0,-54.8,-69,7.58683069535626,112
rssi,2024-04-02 14:27:15,e45f010a7b55,rasp0,-54.7,-59,7.52396172239067,117
