time_,Latitude_,Longitude_,Altitude_m__,Speed_km_h__,TotalDistance_km_
2024-04-02 14:55:58,53.35551,-6.280232,89,0.3,1.567
2024-04-02 14:55:59,53.35551,-6.280232,89,0.3,1.567
2024-04-02 14:56:00,53.35551,-6.280232,89,0.3,1.567
2024-04-02 14:56:01,53.35551,-6.280232,89,0.3,1.567
2024-04-02 14:56:02,53.35552,-6.280244,88,5.2,1.569
2024-04-02 14:56:03,53.355532,-6.280251,88,5,1.57
2024-04-02 14:56:04,53.355544,-6.280256,87,5,1.571
2024-04-02 14:56:05,53.355555,-6.28026,87,4.3,1.573
2024-04-02 14:56:06,53.355568,-6.280264,87,5.6,1.574
2024-04-02 14:56:07,53.355584,-6.280264,87,6.2,1.576
2024-04-02 14:56:08,53.355597,-6.280262,87,5.3,1.577
2024-04-02 14:56:09,53.35561,-6.28026,87,5.3,1.579
2024-04-02 14:56:10,53.355624,-6.280256,87,5.4,1.58
2024-04-02 14:56:11,53.355637,-6.280249,87,5.4,1.582
2024-04-02 14:56:12,53.355647,-6.280237,87,5.2,1.583
2024-04-02 14:56:13,53.355657,-6.280227,87,4.5,1.584
2024-04-02 14:56:14,53.355667,-6.280217,87,4.9,1.586
2024-04-02 14:56:15,53.355675,-6.280211,87,3.3,1.587
2024-04-02 14:56:16,53.355687,-6.280205,87,4.9,1.588
2024-04-02 14:56:17,53.355698,-6.280204,88,4.6,1.589
2024-04-02 14:56:18,53.355706,-6.280202,88,3.2,1.59
2024-04-02 14:56:19,53.355714,-6.280193,88,3.8,1.591
2024-04-02 14:56:20,53.355717,-6.280189,88,1.6,1.592
2024-04-02 14:56:21,53.355721,-6.280182,88,2.4,1.592
2024-04-02 14:56:22,53.355728,-6.280176,88,3.2,1.593
2024-04-02 14:57:02,53.355719,-6.280281,91,0,1.602
2024-04-02 14:57:02,53.355719,-6.280281,91,0,1.602
