time_,Latitude_,Longitude_,Altitude_m__,Speed_km_h__,TotalDistance_km_
2024-04-02 13:59:11,53.355746,-6.2803,78,0,0.278
2024-04-02 13:59:12,53.355746,-6.2803,78,0,0.278
2024-04-02 13:59:13,53.355746,-6.2803,78,0,0.278
2024-04-02 13:59:14,53.355746,-6.2803,78,0,0.278
2024-04-02 13:59:15,53.355728,-6.280307,77,7.4,0.28
2024-04-02 13:59:16,53.355717,-6.28031,77,4.3,0.281
2024-04-02 13:59:17,53.355712,-6.280317,77,2.7,0.282
2024-04-02 13:59:18,53.355703,-6.280326,77,4.2,0.283
2024-04-02 13:59:19,53.355694,-6.280332,77,4,0.284
2024-04-02 13:59:20,53.355685,-6.280339,77,4.1,0.285
2024-04-02 13:59:21,53.355674,-6.280343,76,4.2,0.286
2024-04-02 13:59:22,53.355658,-6.280352,76,6.9,0.288
2024-04-02 13:59:23,53.355651,-6.280358,76,3.3,0.289
2024-04-02 13:59:24,53.355646,-6.28036,77,1.9,0.29
2024-04-02 13:59:25,53.355638,-6.280357,78,3.4,0.291
2024-04-02 13:59:26,53.355624,-6.280362,78,5.5,0.292
2024-04-02 13:59:27,53.355614,-6.280373,77,4.8,0.294
2024-04-02 13:59:28,53.355601,-6.28039,77,6.7,0.295
2024-04-02 13:59:29,53.35559,-6.280404,77,5.6,0.297
2024-04-02 13:59:30,53.35558,-6.280411,77,4.4,0.298
2024-04-02 13:59:31,53.355572,-6.280417,77,3.6,0.299
2024-04-02 13:59:32,53.355566,-6.280424,77,2.9,0.3
2024-04-02 13:59:33,53.35557,-6.280427,78,1.7,0.3
2024-04-02 14:00:36,53.355735,-6.280367,77,0,0.322
2024-04-02 14:00:37,53.355735,-6.280367,77,0,0.322
2024-04-02 14:00:38,53.355735,-6.280367,77,0,0.322
2024-04-02 14:00:39,53.355735,-6.280367,77,0,0.322
2024-04-02 14:00:40,53.355735,-6.280367,77,0,0.322
2024-04-02 14:00:41,53.355735,-6.280367,77,0,0.322
2024-04-02 14:00:42,53.35572,-6.280372,77,6,0.323
2024-04-02 14:00:43,53.355713,-6.280373,77,2.8,0.324
2024-04-02 14:00:44,53.355708,-6.28037,77,2.4,0.325
2024-04-02 14:00:45,53.355699,-6.280373,77,3.7,0.326
2024-04-02 14:00:46,53.35569,-6.280374,77,3.5,0.327
2024-04-02 14:00:47,53.355679,-6.280376,77,4.4,0.328
2024-04-02 14:00:48,53.355665,-6.280377,76,5.7,0.33
2024-04-02 14:00:49,53.355651,-6.28038,77,5.7,0.331
2024-04-02 14:00:50,53.355642,-6.28038,78,3.4,0.332
2024-04-02 14:00:51,53.355634,-6.280381,78,3.6,0.333
2024-04-02 14:00:52,53.355621,-6.280389,78,5.3,0.335
2024-04-02 14:00:53,53.355611,-6.28039,78,4.2,0.336
2024-04-02 14:00:54,53.355603,-6.280397,78,3.5,0.337
2024-04-02 14:00:55,53.355593,-6.280404,78,4.5,0.338
2024-04-02 14:00:56,53.355585,-6.280403,78,3.1,0.339
2024-04-02 14:00:57,53.355578,-6.280404,78,2.8,0.34
2024-04-02 14:00:58,53.355567,-6.280404,78,4.3,0.341
2024-04-02 14:00:59,53.355566,-6.280405,78,0.6,0.341
2024-04-02 14:01:55,53.355718,-6.280331,76,0,0.366
2024-04-02 14:01:56,53.355718,-6.280331,76,0,0.366
2024-04-02 14:01:57,53.355718,-6.280331,76,0,0.366
2024-04-02 14:01:58,53.355718,-6.280331,76,0,0.366
2024-04-02 14:01:59,53.355708,-6.280324,77,4.5,0.367
2024-04-02 14:02:00,53.355704,-6.280339,77,4,0.368
2024-04-02 14:02:01,53.355699,-6.280352,76,3.5,0.369
2024-04-02 14:02:02,53.355689,-6.280352,76,4.3,0.37
2024-04-02 14:02:03,53.355683,-6.280352,77,2.5,0.371
2024-04-02 14:02:04,53.355675,-6.280361,77,3.6,0.372
2024-04-02 14:02:05,53.35567,-6.280362,77,2.3,0.373
2024-04-02 14:02:06,53.355663,-6.28036,77,2.8,0.373
2024-04-02 14:02:07,53.355654,-6.280362,77,3.3,0.374
2024-04-02 14:02:08,53.355643,-6.280363,77,4.7,0.376
2024-04-02 14:02:09,53.355631,-6.280367,78,4.5,0.377
2024-04-02 14:02:10,53.355623,-6.280367,77,3.3,0.378
2024-04-02 14:02:11,53.355616,-6.280371,77,3.1,0.379
2024-04-02 14:02:12,53.35561,-6.280375,76,2.7,0.379
2024-04-02 14:02:13,53.355605,-6.280381,76,2.4,0.38
2024-04-02 14:02:14,53.355596,-6.280385,76,3.6,0.381
2024-04-02 14:02:15,53.355584,-6.280392,76,5.3,0.382
2024-04-02 14:02:16,53.355576,-6.280393,76,3.1,0.383
2024-04-02 14:02:17,53.355574,-6.280398,76,1.6,0.384
