name,time,addr,device,mean,rssi,sd
rssi,1675252049392628000,d74adea29cf7,rasp0,-76,-76,0
rssi,1675252050011224000,d74adea29cf7,rasp0,-64.5,-53,11.5
rssi,1675252050396309000,d74adea29cf7,rasp0,-64,-63,9.41629792788369
rssi,1675252050899158000,d74adea29cf7,rasp0,-61.25,-53,9.443913383762052
rssi,1675252051865568000,d74adea29cf7,rasp0,-59.6,-53,9.068627239003707
rssi,1675252052404083000,d74adea29cf7,rasp0,-61.166666666666664,-69,8.989191040107867
rssi,1675252052873408000,d74adea29cf7,rasp0,-62.714285714285715,-72,9.145089013302412
rssi,1675252053892324000,d74adea29cf7,rasp0,-61.375,-52,9.259285879591364
rssi,1675252054396063000,d74adea29cf7,rasp0,-61.55555555555556,-63,8.744663275533776
rssi,1675252054896614000,d74adea29cf7,rasp0,-60.5,-51,8.879752248796134
rssi,1675252055439650000,d74adea29cf7,rasp0,-59.6,-67,7.631513611335565
rssi,1675252055988510000,d74adea29cf7,rasp0,-60.8,-65,7.4404300950953095
rssi,1675252056358983000,d74adea29cf7,rasp0,-61.4,-69,7.825599018605541
rssi,1675252056865371000,d74adea29cf7,rasp0,-61,-49,8.330666239863412
rssi,1675252058878792000,d74adea29cf7,rasp0,-63.3,-76,8.95600357302296
rssi,1675252060400279000,d74adea29cf7,rasp0,-63.6,-72,9.189124006128115
rssi,1675252060905409000,d74adea29cf7,rasp0,-62.3,-59,8.820997676000147
rssi,1675252062366004000,d74adea29cf7,rasp0,-64.4,-73,8.616263691415206
rssi,1675252062865870000,d74adea29cf7,rasp0,-64.1,-60,8.711486669908874
rssi,1675252063990871000,d74adea29cf7,rasp0,-65.1,-61,7.660939890117922
rssi,1675252064498377000,d74adea29cf7,rasp0,-63.4,-50,8.845337754998392
rssi,1675252064881198000,d74adea29cf7,rasp0,-63.9,-70,9.060353193998566
rssi,1675252065380791000,d74adea29cf7,rasp0,-63,-60,8.955445270895245
rssi,1675252065896149000,d74adea29cf7,rasp0,-63.3,-52,8.521150157109075
rssi,1675252066922512000,d74adea29cf7,rasp0,-61.9,-62,7.395268757793729
rssi,1675252067367678000,d74adea29cf7,rasp0,-59.7,-50,7.335529974037323
rssi,1675252067867150000,d74adea29cf7,rasp0,-60.1,-63,7.395268757793729
rssi,1675252068372393000,d74adea29cf7,rasp0,-57.8,-50,6.554387843269576
rssi,1675252069887276000,d74adea29cf7,rasp0,-56.8,-50,6.896375859826667
rssi,1675252070893846000,d74adea29cf7,rasp0,-57.6,-69,7.748548251124207
rssi,1675252071355996000,d74adea29cf7,rasp0,-58.4,-58,7.323933369440222
rssi,1675252071859326000,d74adea29cf7,rasp0,-56.3,-49,6.679071791798618
rssi,1675252072367292000,d74adea29cf7,rasp0,-57.2,-69,7.652450587883597
rssi,1675252072908146000,d74adea29cf7,rasp0,-58,-60,7.483314773547883
rssi,1675252073375970000,d74adea29cf7,rasp0,-56.8,-50,7.704544113703289
rssi,1675252073883707000,d74adea29cf7,rasp0,-57.9,-61,7.4357245780085215
rssi,1675252074391936000,d74adea29cf7,rasp0,-57.6,-60,7.28285658241325
rssi,1675252074900771000,d74adea29cf7,rasp0,-57.5,-49,7.392563831310488
rssi,1675252075410048000,d74adea29cf7,rasp0,-57.4,-49,7.49933330370107
rssi,1675252076009271000,d74adea29cf7,rasp0,-57.3,-68,7.349149610669252
rssi,1675252076359329000,d74adea29cf7,rasp0,-56.4,-49,7.748548251124207
rssi,1675252076873915000,d74adea29cf7,rasp0,-56.4,-49,7.748548251124206
rssi,1675252077875074000,d74adea29cf7,rasp0,-55.3,-58,6.573431371817918
rssi,1675252078381240000,d74adea29cf7,rasp0,-54.3,-50,6.542935121182235
rssi,1675252078886199000,d74adea29cf7,rasp0,-56.2,-69,7.678541528180986
rssi,1675252079388227000,d74adea29cf7,rasp0,-55,-49,7.771743691090179
rssi,1675252079898518000,d74adea29cf7,rasp0,-56.7,-77,10.169070754006976
rssi,1675252082369263000,d74adea29cf7,rasp0,-58.6,-68,10.326664514740468
rssi,1675252082886177000,d74adea29cf7,rasp0,-60.9,-72,10.492378186092989
rssi,1675252084398116000,d74adea29cf7,rasp0,-59.9,-58,10.241581909060727
rssi,1675252085403027000,d74adea29cf7,rasp0,-60.8,-58,9.620810776644555
rssi,1675252085944903000,d74adea29cf7,rasp0,-60.9,-50,9.502105029939418
rssi,1675252086363893000,d74adea29cf7,rasp0,-60.1,-50,10.034440691936945
rssi,1675252087007225000,d74adea29cf7,rasp0,-61.6,-65,9.520504188329523
rssi,1675252087375484000,d74adea29cf7,rasp0,-60.8,-61,9.19565114605812
rssi,1675252087877224000,d74adea29cf7,rasp0,-60.8,-49,9.195651146058118
rssi,1675252088378883000,d74adea29cf7,rasp0,-59.2,-61,7.467261881037788
rssi,1675252089386369000,d74adea29cf7,rasp0,-57.3,-49,7.40337760755184
rssi,1675252089989122000,d74adea29cf7,rasp0,-55,-49,5.89915248150105
rssi,1675252090399359000,d74adea29cf7,rasp0,-55.2,-60,6.029925372672534
rssi,1675252090900249000,d74adea29cf7,rasp0,-55.2,-58,6.029925372672534
rssi,1675252091360351000,d74adea29cf7,rasp0,-56.5,-63,6.168468205316454
rssi,1675252091958571000,d74adea29cf7,rasp0,-56.9,-54,5.85576638878294
rssi,1675252093879692000,d74adea29cf7,rasp0,-56.9,-65,5.85576638878294
rssi,1675252094386379000,d74adea29cf7,rasp0,-56.1,-53,5.7870545184921145
rssi,1675252096360683000,d74adea29cf7,rasp0,-57.9,-67,6.090155991434046
rssi,1675252096863500000,d74adea29cf7,rasp0,-57.4,-56,6.019966777316964
rssi,1675252097511142000,d74adea29cf7,rasp0,-58.8,-63,5.509990925582365
rssi,1675252097880629000,d74adea29cf7,rasp0,-60.3,-64,4.605431575867782
rssi,1675252098384362000,d74adea29cf7,rasp0,-59.6,-53,5.102940328869229
rssi,1675252099444384000,d74adea29cf7,rasp0,-60,-62,5.118593556827891
rssi,1675252099904102000,d74adea29cf7,rasp0,-58.9,-52,5.52177507691141
rssi,1675252100497932000,d74adea29cf7,rasp0,-60.5,-70,6.15223536610881
rssi,1675252101433673000,d74adea29cf7,rasp0,-59.1,-51,6.549045732013177
rssi,1675252101943299000,d74adea29cf7,rasp0,-58.8,-50,6.881860213634101
rssi,1675252102373326000,d74adea29cf7,rasp0,-58.2,-61,6.384355879804947
rssi,1675252103886966000,d74adea29cf7,rasp0,-58.8,-62,6.43117407632541
rssi,1675252104392690000,d74adea29cf7,rasp0,-57.6,-51,6.6513156593263565
rssi,1675252104897214000,d74adea29cf7,rasp0,-58.4,-72,7.761443164772902
rssi,1675252106858002000,d74adea29cf7,rasp0,-59,-59,7.54983443527075
rssi,1675252107364237000,d74adea29cf7,rasp0,-60,-72,8.48528137423857
rssi,1675252107871324000,d74adea29cf7,rasp0,-59.9,-51,8.584287972802404
rssi,1675252108369952000,d74adea29cf7,rasp0,-59.8,-69,8.471127433818948
rssi,1675252109885868000,d74adea29cf7,rasp0,-60.8,-61,7.9473265945222105
rssi,1675252110389108000,d74adea29cf7,rasp0,-61.5,-57,7.242237223399963
