name,time,addr,device,mean,rssi,sd,sequence_number
rssi,2024-04-02 14:10:46,e45f010a7b55,rasp0,-61,-61,0,1
rssi,2024-04-02 14:10:47,e45f010a7b55,rasp0,-58,-55,3,4
rssi,2024-04-02 14:10:48,e45f010a7b55,rasp0,-57.6666666666667,-57,2.49443825784929,5
rssi,2024-04-02 14:10:48,e45f010a7b55,rasp0,-58.75,-62,2.8613807855649,6
rssi,2024-04-02 14:10:51,e45f010a7b55,rasp0,-62,-75,6.98569967862919,12
rssi,2024-04-02 14:10:52,e45f010a7b55,rasp0,-61.1666666666667,-57,6.64371047599825,13
rssi,2024-04-02 14:10:53,e45f010a7b55,rasp0,-61.1428571428571,-61,6.15115718331742,14
rssi,2024-04-02 14:10:53,e45f010a7b55,rasp0,-59.5,-48,7.21110255092798,16
rssi,2024-04-02 14:10:54,e45f010a7b55,rasp0,-59.1111111111111,-56,6.88709654102744,16
rssi,2024-04-02 14:10:54,e45f010a7b55,rasp0,-58.2,-50,7.08237248385031,18
rssi,2024-04-02 14:10:55,e45f010a7b55,rasp0,-57.9,-58,7.02068372738724,19
rssi,2024-04-02 14:10:56,e45f010a7b55,rasp0,-56.7,-43,8.31925477431723,21
rssi,2024-04-02 14:10:59,e45f010a7b55,rasp0,-56.8,-58,8.3282651254628,26
rssi,2024-04-02 14:11:00,e45f010a7b55,rasp0,-55.6,-50,8.35703296631047,28
rssi,2024-04-02 14:11:00,e45f010a7b55,rasp0,-53.6,-55,5.31413210223457,29
rssi,2024-04-02 14:11:02,e45f010a7b55,rasp0,-53.8,-59,5.4735728733616,32
rssi,2024-04-02 14:11:02,e45f010a7b55,rasp0,-53.9,-62,5.61159513863928,33
rssi,2024-04-02 14:11:03,e45f010a7b55,rasp0,-55.5,-64,5.97076209541127,34
rssi,2024-04-02 14:11:03,e45f010a7b55,rasp0,-55.5,-56,5.97076209541127,35
rssi,2024-04-02 14:11:06,e45f010a7b55,rasp0,-56.2,-57,5.68858506133116,40
rssi,2024-04-02 14:11:06,e45f010a7b55,rasp0,-56.5,-61,5.85234995535981,41
rssi,2024-04-02 14:11:07,e45f010a7b55,rasp0,-58.6,-64,4.15210789840534,42
rssi,2024-04-02 14:11:08,e45f010a7b55,rasp0,-58.8,-60,4.16653333119993,44
rssi,2024-04-02 14:11:08,e45f010a7b55,rasp0,-60,-62,3.03315017762062,45
rssi,2024-04-02 14:12:16,e45f010a7b55,rasp0,-56,-56,0,1
rssi,2024-04-02 14:12:18,e45f010a7b55,rasp0,-59,-62,3,3
rssi,2024-04-02 14:12:18,e45f010a7b55,rasp0,-62.3333333333333,-69,5.31245915016974,4
rssi,2024-04-02 14:12:20,e45f010a7b55,rasp0,-64.75,-72,6.21992765231236,9
rssi,2024-04-02 14:12:21,e45f010a7b55,rasp0,-63,-56,6.57267069006199,10
rssi,2024-04-02 14:12:22,e45f010a7b55,rasp0,-62.5,-60,6.10327780786685,11
rssi,2024-04-02 14:12:24,e45f010a7b55,rasp0,-61.4285714285714,-55,6.23027499638758,16
rssi,2024-04-02 14:12:26,e45f010a7b55,rasp0,-60.625,-55,6.20357759683878,19
rssi,2024-04-02 14:12:26,e45f010a7b55,rasp0,-60.7777777777778,-62,5.86473032017629,20
rssi,2024-04-02 14:12:27,e45f010a7b55,rasp0,-58.8,-41,8.1338797630651,21
rssi,2024-04-02 14:12:28,e45f010a7b55,rasp0,-56.8,-36,10.6470653233649,23
rssi,2024-04-02 14:12:28,e45f010a7b55,rasp0,-55.3,-47,10.8632407687577,24
rssi,2024-04-02 14:12:29,e45f010a7b55,rasp0,-52.5,-41,10.5759160359753,25
rssi,2024-04-02 14:12:29,e45f010a7b55,rasp0,-50,-47,8.40238061504,26
rssi,2024-04-02 14:12:32,e45f010a7b55,rasp0,-50.3,-59,8.66083136886985,31
rssi,2024-04-02 14:12:32,e45f010a7b55,rasp0,-51.7,-74,10.9457754407808,32
rssi,2024-04-02 14:12:33,e45f010a7b55,rasp0,-51.6,-54,10.919706955775,34
rssi,2024-04-02 14:12:34,e45f010a7b55,rasp0,-52.1,-60,11.1754194552151,35
rssi,2024-04-02 14:12:34,e45f010a7b55,rasp0,-51.9,-60,11.0131739294356,36
rssi,2024-04-02 14:12:35,e45f010a7b55,rasp0,-53.5,-57,10.4618354030256,38
rssi,2024-04-02 14:12:37,e45f010a7b55,rasp0,-56,-61,8.84307638777366,42
rssi,2024-04-02 14:12:38,e45f010a7b55,rasp0,-57.5,-62,8.45281018360166,43
rssi,2024-04-02 14:12:39,e45f010a7b55,rasp0,-60.2,-68,6.92531587727231,45
rssi,2024-04-02 14:12:39,e45f010a7b55,rasp0,-61.8,-63,5.36283507111677,46
rssi,2024-04-02 14:12:40,e45f010a7b55,rasp0,-62,-61,5.29150262212918,47
rssi,2024-04-02 14:12:40,e45f010a7b55,rasp0,-60.9,-63,3.53411940941446,48
rssi,2024-04-02 14:13:40,e45f010a7b55,rasp0,-57,-57,0,1
rssi,2024-04-02 14:13:40,e45f010a7b55,rasp0,-56.5,-56,0.5,2
rssi,2024-04-02 14:13:41,e45f010a7b55,rasp0,-65.6666666666667,-84,12.9700509722291,4
rssi,2024-04-02 14:13:42,e45f010a7b55,rasp0,-68,-75,11.9373363863133,6
rssi,2024-04-02 14:13:43,e45f010a7b55,rasp0,-69.6,-76,11.1462998344742,7
rssi,2024-04-02 14:13:43,e45f010a7b55,rasp0,-70.5,-75,10.3722385883344,8
rssi,2024-04-02 14:13:44,e45f010a7b55,rasp0,-71,-74,9.68061391205567,9
rssi,2024-04-02 14:13:44,e45f010a7b55,rasp0,-69.25,-57,10.170422803404,10
rssi,2024-04-02 14:13:45,e45f010a7b55,rasp0,-67.4444444444444,-53,10.8639169436269,11
rssi,2024-04-02 14:13:45,e45f010a7b55,rasp0,-66,-53,11.1803398874989,12
rssi,2024-04-02 14:13:46,e45f010a7b55,rasp0,-65.8,-55,11.3560556532627,14
rssi,2024-04-02 14:13:48,e45f010a7b55,rasp0,-65,-48,12.2637677734047,16
rssi,2024-04-02 14:13:49,e45f010a7b55,rasp0,-61.7,-51,11.0909873320638,20
rssi,2024-04-02 14:13:50,e45f010a7b55,rasp0,-58.2,-40,11.838918869559,22
rssi,2024-04-02 14:13:51,e45f010a7b55,rasp0,-55,-44,10.8811764069884,24
rssi,2024-04-02 14:13:52,e45f010a7b55,rasp0,-52.1,-46,8.83685464404615,26
rssi,2024-04-02 14:13:53,e45f010a7b55,rasp0,-49.1,-44,5.26212884676915,27
rssi,2024-04-02 14:13:54,e45f010a7b55,rasp0,-48.6,-52,4.6946778377222,29
rssi,2024-04-02 14:13:56,e45f010a7b55,rasp0,-49,-57,5.19615242270663,33
rssi,2024-04-02 14:13:57,e45f010a7b55,rasp0,-49.9,-62,6.44127316607517,34
rssi,2024-04-02 14:13:58,e45f010a7b55,rasp0,-50.3,-59,6.85638388656878,37
rssi,2024-04-02 14:13:59,e45f010a7b55,rasp0,-51.3,-58,7.17007670809734,39
rssi,2024-04-02 14:14:00,e45f010a7b55,rasp0,-51.9,-57,7.36817480791546,41
rssi,2024-04-02 14:14:01,e45f010a7b55,rasp0,-53.9,-60,6.53375848956785,42
