name,time,advertising_interval,sequence_number
rssi,2024-04-02 14:10:46,500,1
rssi,2024-04-02 14:10:46,500,2
rssi,2024-04-02 14:10:47,500,3
rssi,2024-04-02 14:10:47,500,4
rssi,2024-04-02 14:10:48,500,5
rssi,2024-04-02 14:10:48,500,6
rssi,2024-04-02 14:10:49,500,7
rssi,2024-04-02 14:10:49,500,8
rssi,2024-04-02 14:10:50,500,9
rssi,2024-04-02 14:10:50,500,10
rssi,2024-04-02 14:10:51,500,11
rssi,2024-04-02 14:10:51,500,12
rssi,2024-04-02 14:10:52,500,13
rssi,2024-04-02 14:10:52,500,14
rssi,2024-04-02 14:10:53,500,15
rssi,2024-04-02 14:10:53,500,16
rssi,2024-04-02 14:10:54,500,17
rssi,2024-04-02 14:10:54,500,18
rssi,2024-04-02 14:10:55,500,19
rssi,2024-04-02 14:10:55,500,20
rssi,2024-04-02 14:10:56,500,21
rssi,2024-04-02 14:10:56,500,22
rssi,2024-04-02 14:10:57,500,23
rssi,2024-04-02 14:10:57,500,24
rssi,2024-04-02 14:10:58,500,25
rssi,2024-04-02 14:10:58,500,26
rssi,2024-04-02 14:10:59,500,27
rssi,2024-04-02 14:11:00,500,28
rssi,2024-04-02 14:11:00,500,29
rssi,2024-04-02 14:11:01,500,30
rssi,2024-04-02 14:11:01,500,31
rssi,2024-04-02 14:11:02,500,32
rssi,2024-04-02 14:11:02,500,33
rssi,2024-04-02 14:11:03,500,34
rssi,2024-04-02 14:11:03,500,35
rssi,2024-04-02 14:11:04,500,36
rssi,2024-04-02 14:11:04,500,37
rssi,2024-04-02 14:11:05,500,38
rssi,2024-04-02 14:11:05,500,39
rssi,2024-04-02 14:11:06,500,40
rssi,2024-04-02 14:11:06,500,41
rssi,2024-04-02 14:11:07,500,42
rssi,2024-04-02 14:11:07,500,43
rssi,2024-04-02 14:11:08,500,44
rssi,2024-04-02 14:11:08,500,45
rssi,2024-04-02 14:12:16,500,1
rssi,2024-04-02 14:12:17,500,2
rssi,2024-04-02 14:12:17,500,3
rssi,2024-04-02 14:12:18,500,4
rssi,2024-04-02 14:12:18,500,5
rssi,2024-04-02 14:12:19,500,6
rssi,2024-04-02 14:12:19,500,7
rssi,2024-04-02 14:12:20,500,8
rssi,2024-04-02 14:12:20,500,9
rssi,2024-04-02 14:12:21,500,10
rssi,2024-04-02 14:12:21,500,11
rssi,2024-04-02 14:12:22,500,12
rssi,2024-04-02 14:12:22,500,13
rssi,2024-04-02 14:12:23,500,14
rssi,2024-04-02 14:12:23,500,15
rssi,2024-04-02 14:12:24,500,16
rssi,2024-04-02 14:12:24,500,17
rssi,2024-04-02 14:12:25,500,18
rssi,2024-04-02 14:12:25,500,19
rssi,2024-04-02 14:12:26,500,20
rssi,2024-04-02 14:12:26,500,21
rssi,2024-04-02 14:12:27,500,22
rssi,2024-04-02 14:12:27,500,23
rssi,2024-04-02 14:12:28,500,24
rssi,2024-04-02 14:12:29,500,25
rssi,2024-04-02 14:12:29,500,26
rssi,2024-04-02 14:12:30,500,27
rssi,2024-04-02 14:12:30,500,28
rssi,2024-04-02 14:12:31,500,29
rssi,2024-04-02 14:12:31,500,30
rssi,2024-04-02 14:12:32,500,31
rssi,2024-04-02 14:12:32,500,32
rssi,2024-04-02 14:12:33,500,33
rssi,2024-04-02 14:12:33,500,34
rssi,2024-04-02 14:12:34,500,35
rssi,2024-04-02 14:12:34,500,36
rssi,2024-04-02 14:12:35,500,37
rssi,2024-04-02 14:12:35,500,38
rssi,2024-04-02 14:12:36,500,39
rssi,2024-04-02 14:12:36,500,40
rssi,2024-04-02 14:12:37,500,41
rssi,2024-04-02 14:12:37,500,42
rssi,2024-04-02 14:12:38,500,43
