name,time,addr,device,mean,rssi,sd
rssi,1675256778990698000,d74adea29cf7,rasp0,-47,-47,0
rssi,1675256779384446000,d74adea29cf7,rasp0,-48,-49,1
rssi,1675256779883829000,d74adea29cf7,rasp0,-47.333333333333336,-46,1.247219128924647
rssi,1675256780395677000,d74adea29cf7,rasp0,-48,-50,1.5811388300841898
rssi,1675256780901883000,d74adea29cf7,rasp0,-48,-48,1.4142135623730951
rssi,1675256781336824000,d74adea29cf7,rasp0,-48.166666666666664,-49,1.3437096247164249
rssi,1675256781836527000,d74adea29cf7,rasp0,-48,-47,1.3093073414159542
rssi,1675256782342844000,d74adea29cf7,rasp0,-48.375,-51,1.5761900266148114
rssi,1675256782843947000,d74adea29cf7,rasp0,-48.44444444444444,-49,1.4989708403591155
rssi,1675256783351000000,d74adea29cf7,rasp0,-48.2,-46,1.6
rssi,1675256783860454000,d74adea29cf7,rasp0,-48.2,-47,1.5999999999999999
rssi,1675256784366389000,d74adea29cf7,rasp0,-48.3,-50,1.676305461424021
rssi,1675256784873365000,d74adea29cf7,rasp0,-48.5,-48,1.5
rssi,1675256786337469000,d74adea29cf7,rasp0,-48.5,-50,1.5
rssi,1675256787411534000,d74adea29cf7,rasp0,-49.4,-57,2.939387691339814
rssi,1675256787861005000,d74adea29cf7,rasp0,-49.3,-48,2.9681644159311658
rssi,1675256788368155000,d74adea29cf7,rasp0,-49.7,-51,2.9
rssi,1675256789419065000,d74adea29cf7,rasp0,-49.5,-49,2.8722813232690143
rssi,1675256789879950000,d74adea29cf7,rasp0,-49.4,-48,2.90516780926679
rssi,1675256790475808000,d74adea29cf7,rasp0,-49.4,-46,2.90516780926679
rssi,1675256791102030000,d74adea29cf7,rasp0,-49.6,-49,2.8
rssi,1675256791407021000,d74adea29cf7,rasp0,-49.3,-47,2.9
rssi,1675256791842810000,d74adea29cf7,rasp0,-49.3,-48,2.9
rssi,1675256792952322000,d74adea29cf7,rasp0,-49.3,-50,2.9
rssi,1675256793350738000,d74adea29cf7,rasp0,-48.3,-47,1.4177446878757824
rssi,1675256793851385000,d74adea29cf7,rasp0,-48.2,-47,1.469693845669907
rssi,1675256794379786000,d74adea29cf7,rasp0,-48.1,-50,1.3
rssi,1675256794861801000,d74adea29cf7,rasp0,-47.9,-47,1.3
rssi,1675256796337800000,d74adea29cf7,rasp0,-47.9,-48,1.3000000000000003
rssi,1675256797347580000,d74adea29cf7,rasp0,-48,-47,1.1832159566199232
rssi,1675256797852382000,d74adea29cf7,rasp0,-48.1,-50,1.3
rssi,1675256799361699000,d74adea29cf7,rasp0,-48.1,-47,1.3
rssi,1675256799912760000,d74adea29cf7,rasp0,-48.2,-49,1.32664991614216
rssi,1675256800372215000,d74adea29cf7,rasp0,-48.1,-49,1.2206555615733703
rssi,1675256800873645000,d74adea29cf7,rasp0,-48.4,-50,1.2806248474865698
rssi,1675256801342242000,d74adea29cf7,rasp0,-48.6,-49,1.2
rssi,1675256801847050000,d74adea29cf7,rasp0,-48.3,-47,1.1874342087037917
rssi,1675256802419481000,d74adea29cf7,rasp0,-48.5,-49,1.118033988749895
rssi,1675256802853049000,d74adea29cf7,rasp0,-48.4,-47,1.2
rssi,1675256803399109000,d74adea29cf7,rasp0,-48.8,-51,1.3266499161421599
rssi,1675256803867399000,d74adea29cf7,rasp0,-48.5,-47,1.3601470508735443
rssi,1675256804375889000,d74adea29cf7,rasp0,-48.9,-51,1.445683229480096
rssi,1675256804875948000,d74adea29cf7,rasp0,-48.7,-47,1.552417469626002
rssi,1675256805917466000,d74adea29cf7,rasp0,-48.6,-48,1.562049935181331
rssi,1675256806851128000,d74adea29cf7,rasp0,-48.5,-49,1.5
rssi,1675256807358697000,d74adea29cf7,rasp0,-48.6,-50,1.562049935181331
