name,time,addr,device,mean,rssi,sd,sequence_number
rssi,2024-04-02 13:59:11,e45f010a7b55,rasp0,-61,-61,0,1
rssi,2024-04-02 13:59:14,e45f010a7b55,rasp0,-60.5,-60,0.5,4
rssi,2024-04-02 13:59:18,e45f010a7b55,rasp0,-59.6666666666667,-58,1.24721912892465,8
rssi,2024-04-02 13:59:21,e45f010a7b55,rasp0,-62.25,-70,4.60298815988049,11
rssi,2024-04-02 13:59:24,e45f010a7b55,rasp0,-62.2,-62,4.1182520563948,14
rssi,2024-04-02 13:59:25,e45f010a7b55,rasp0,-62,-61,3.78593889720018,15
rssi,2024-04-02 13:59:26,e45f010a7b55,rasp0,-61.5714285714286,-59,3.65892813567591,16
rssi,2024-04-02 13:59:27,e45f010a7b55,rasp0,-62.125,-66,3.72281815295886,17
rssi,2024-04-02 13:59:30,e45f010a7b55,rasp0,-61.7777777777778,-59,3.64471543707927,20
rssi,2024-04-02 13:59:31,e45f010a7b55,rasp0,-62.5,-69,4.08044115262063,21
rssi,2024-04-02 13:59:32,e45f010a7b55,rasp0,-63.7,-73,5.1,22
rssi,2024-04-02 14:00:36,e45f010a7b55,rasp0,-60,-60,0,1
rssi,2024-04-02 14:00:40,e45f010a7b55,rasp0,-59.5,-59,0.5,5
rssi,2024-04-02 14:00:41,e45f010a7b55,rasp0,-61.6666666666667,-66,3.09120616516523,6
rssi,2024-04-02 14:00:42,e45f010a7b55,rasp0,-65.25,-76,6.75925291729789,7
rssi,2024-04-02 14:00:43,e45f010a7b55,rasp0,-66.8,-73,6.79411510058521,8
rssi,2024-04-02 14:00:47,e45f010a7b55,rasp0,-63.6666666666667,-48,9.3571125650788,12
rssi,2024-04-02 14:00:48,e45f010a7b55,rasp0,-62,-52,9.57675757833964,13
rssi,2024-04-02 14:00:49,e45f010a7b55,rasp0,-60.375,-49,9.9365172470036,14
rssi,2024-04-02 14:00:53,e45f010a7b55,rasp0,-60.4444444444444,-61,9.37029717435912,18
rssi,2024-04-02 14:00:54,e45f010a7b55,rasp0,-60.5,-61,8.89100669215809,19
rssi,2024-04-02 14:00:55,e45f010a7b55,rasp0,-60.2,-57,8.95321171423976,20
rssi,2024-04-02 14:00:56,e45f010a7b55,rasp0,-60.2,-59,8.95321171423976,21
rssi,2024-04-02 14:00:58,e45f010a7b55,rasp0,-60.9,-73,9.62756459339536,23
rssi,2024-04-02 14:00:59,e45f010a7b55,rasp0,-60,-67,8.53229160308062,24
rssi,2024-04-02 14:01:56,e45f010a7b55,rasp0,-63,-63,0,2
rssi,2024-04-02 14:01:57,e45f010a7b55,rasp0,-64.5,-66,1.5,3
rssi,2024-04-02 14:01:59,e45f010a7b55,rasp0,-63.3333333333333,-61,2.05480466765633,5
rssi,2024-04-02 14:02:03,e45f010a7b55,rasp0,-60.25,-51,5.62916512459885,9
rssi,2024-04-02 14:02:05,e45f010a7b55,rasp0,-59.6,-57,5.2,11
rssi,2024-04-02 14:02:07,e45f010a7b55,rasp0,-58.3333333333333,-52,5.52770798392567,13
rssi,2024-04-02 14:02:09,e45f010a7b55,rasp0,-57.4285714285714,-52,5.57692037026947,15
rssi,2024-04-02 14:02:10,e45f010a7b55,rasp0,-57.125,-55,5.27819808267935,16
rssi,2024-04-02 14:02:11,e45f010a7b55,rasp0,-56.4444444444444,-51,5.3356476460191,17
rssi,2024-04-02 14:02:12,e45f010a7b55,rasp0,-55.9,-51,5.31883445878888,18
rssi,2024-04-02 14:02:13,e45f010a7b55,rasp0,-56.2,-66,5.77581163127746,19
rssi,2024-04-02 14:02:14,e45f010a7b55,rasp0,-56.5,-69,6.3285069329187,20
