name,time,advertising_interval,sequence_number
rssi,2024-04-02 13:50:31,100,1
rssi,2024-04-02 13:50:31,100,2
rssi,2024-04-02 13:50:32,100,3
rssi,2024-04-02 13:50:32,100,4
rssi,2024-04-02 13:50:32,100,5
rssi,2024-04-02 13:50:32,100,6
rssi,2024-04-02 13:50:32,100,7
rssi,2024-04-02 13:50:32,100,8
rssi,2024-04-02 13:50:32,100,9
rssi,2024-04-02 13:50:32,100,10
rssi,2024-04-02 13:50:32,100,11
rssi,2024-04-02 13:50:33,100,12
rssi,2024-04-02 13:50:33,100,13
rssi,2024-04-02 13:50:33,100,14
rssi,2024-04-02 13:50:33,100,15
rssi,2024-04-02 13:50:33,100,16
rssi,2024-04-02 13:50:33,100,17
rssi,2024-04-02 13:50:33,100,18
rssi,2024-04-02 13:50:33,100,19
rssi,2024-04-02 13:50:33,100,20
rssi,2024-04-02 13:50:33,100,21
rssi,2024-04-02 13:50:34,100,22
rssi,2024-04-02 13:50:34,100,23
rssi,2024-04-02 13:50:34,100,24
rssi,2024-04-02 13:50:34,100,25
rssi,2024-04-02 13:50:34,100,26
rssi,2024-04-02 13:50:34,100,27
rssi,2024-04-02 13:50:34,100,28
rssi,2024-04-02 13:50:34,100,29
rssi,2024-04-02 13:50:34,100,30
rssi,2024-04-02 13:50:34,100,31
rssi,2024-04-02 13:50:35,100,32
rssi,2024-04-02 13:50:35,100,33
rssi,2024-04-02 13:50:35,100,34
rssi,2024-04-02 13:50:35,100,35
rssi,2024-04-02 13:50:35,100,36
rssi,2024-04-02 13:50:35,100,37
rssi,2024-04-02 13:50:35,100,38
rssi,2024-04-02 13:50:35,100,39
rssi,2024-04-02 13:50:35,100,40
rssi,2024-04-02 13:50:35,100,41
rssi,2024-04-02 13:50:36,100,42
rssi,2024-04-02 13:50:36,100,43
rssi,2024-04-02 13:50:36,100,44
rssi,2024-04-02 13:50:36,100,45
rssi,2024-04-02 13:50:36,100,46
rssi,2024-04-02 13:50:36,100,47
rssi,2024-04-02 13:50:36,100,48
