name,time,addr,device,mean,rssi,sd,sequence_number
rssi,2024-04-02 14:15:00.000,e45f010a7b55,rasp0,-49,-49,0,1
rssi,2024-04-02 14:15:03.003,e45f010a7b55,rasp0,-55,-61,6,6
rssi,2024-04-02 14:15:03.003,e45f010a7b55,rasp0,-61.3333333333333,-74,10.2089285540757,7
rssi,2024-04-02 14:15:05.005,e45f010a7b55,rasp0,-59.75,-55,9.25675429078681,10
rssi,2024-04-02 14:15:06.006,e45f010a7b55,rasp0,-57.4,-48,9.52050418832952,12
rssi,2024-04-02 14:15:06.006,e45f010a7b55,rasp0,-59.1666666666667,-68,9.54666899441312,13
rssi,2024-04-02 14:15:07.007,e45f010a7b55,rasp0,-57.2857142857143,-46,9.96729345286423,14
rssi,2024-04-02 14:15:07.007,e45f010a7b55,rasp0,-55.625,-44,10.307006112349,15
rssi,2024-04-02 14:15:09.009,e45f010a7b55,rasp0,-53.8888888888889,-40,10.8877550430079,19
rssi,2024-04-02 14:15:10.010,e45f010a7b55,rasp0,-53.4,-49,10.432641084596,20
rssi,2024-04-02 14:15:10.010,e45f010a7b55,rasp0,-52.7,-42,10.927488274988,21
rssi,2024-04-02 14:15:12.012,e45f010a7b55,rasp0,-51.6,-50,10.5848948979194,25
rssi,2024-04-02 14:15:13.013,e45f010a7b55,rasp0,-49.5,-53,7.59275970909129,26
rssi,2024-04-02 14:15:13.013,e45f010a7b55,rasp0,-50.4,-64,8.65101150155287,27
rssi,2024-04-02 14:15:16.016,e45f010a7b55,rasp0,-51.4,-58,8.89044430835715,32
rssi,2024-04-02 14:15:18.018,e45f010a7b55,rasp0,-51.5,-69,9.08019823572151,36
rssi,2024-04-02 14:15:18.018,e45f010a7b55,rasp0,-52.8,-59,9.13016976841066,37
rssi,2024-04-02 14:15:19.019,e45f010a7b55,rasp0,-55.3,-69,9.77803661273571,39
rssi,2024-04-02 14:15:20.020,e45f010a7b55,rasp0,-58.5,-72,9.47892398956759,41
rssi,2024-04-02 14:15:22.022,e45f010a7b55,rasp0,-60.3,-67,9.20923449587424,44
rssi,2024-04-02 14:16:40.040,e45f010a7b55,rasp0,-57,-57,0,2
rssi,2024-04-02 14:16:40.040,e45f010a7b55,rasp0,-56,-55,1,3
rssi,2024-04-02 14:16:41.041,e45f010a7b55,rasp0,-57,-59,1.63299316185545,4
rssi,2024-04-02 14:16:41.041,e45f010a7b55,rasp0,-58,-61,2.23606797749979,5
rssi,2024-04-02 14:16:41.041,e45f010a7b55,rasp0,-61.8,-77,7.8587530817554,6
rssi,2024-04-02 14:16:42.042,e45f010a7b55,rasp0,-63.5,-72,8.11890797254573,7
rssi,2024-04-02 14:16:42.042,e45f010a7b55,rasp0,-64.5714285714286,-71,7.96164273891016,8
rssi,2024-04-02 14:16:43.043,e45f010a7b55,rasp0,-65,-68,7.53325958665968,10
rssi,2024-04-02 14:16:45.045,e45f010a7b55,rasp0,-63.3333333333333,-50,8.52447456836295,13
rssi,2024-04-02 14:16:46.046,e45f010a7b55,rasp0,-60.9,-39,10.8944940222114,16
rssi,2024-04-02 14:16:47.047,e45f010a7b55,rasp0,-59.1,-39,12.723600119463,18
rssi,2024-04-02 14:16:48.048,e45f010a7b55,rasp0,-58.8,-52,12.8514590611339,19
rssi,2024-04-02 14:16:49.049,e45f010a7b55,rasp0,-57,-41,13.9140217047409,20
rssi,2024-04-02 14:16:49.049,e45f010a7b55,rasp0,-55.3,-44,14.3530484566868,21
rssi,2024-04-02 14:16:49.049,e45f010a7b55,rasp0,-51.7,-41,12.9,22
rssi,2024-04-02 14:16:52.052,e45f010a7b55,rasp0,-50.3,-58,11.2787410644983,28
rssi,2024-04-02 14:16:55.055,e45f010a7b55,rasp0,-49.6,-64,10.1311401135312,33
rssi,2024-04-02 14:16:58.058,e45f010a7b55,rasp0,-49.8,-70,10.5052367893351,39
rssi,2024-04-02 14:16:59.059,e45f010a7b55,rasp0,-51.6,-68,11.84229707447,42
rssi,2024-04-02 14:17:01.001,e45f010a7b55,rasp0,-53.4,-57,11.1373246338607,45
rssi,2024-04-02 14:17:51.051,e45f010a7b55,rasp0,-57,-57,0,1
rssi,2024-04-02 14:17:52.052,e45f010a7b55,rasp0,-54,-51,3,2
rssi,2024-04-02 14:17:55.055,e45f010a7b55,rasp0,-54,-54,2.44948974278318,9
rssi,2024-04-02 14:17:56.056,e45f010a7b55,rasp0,-53.75,-53,2.1650635094611,10
rssi,2024-04-02 14:17:56.056,e45f010a7b55,rasp0,-53.2,-51,2.22710574513201,11
rssi,2024-04-02 14:17:56.056,e45f010a7b55,rasp0,-52.5,-49,2.56580071972344,12
rssi,2024-04-02 14:17:57.057,e45f010a7b55,rasp0,-51.4285714285714,-45,3.53986048381825,13
rssi,2024-04-02 14:17:58.058,e45f010a7b55,rasp0,-50.875,-47,3.62068708949006,14
rssi,2024-04-02 14:17:59.059,e45f010a7b55,rasp0,-49.8888888888889,-42,4.40818542775053,16
rssi,2024-04-02 14:17:59.059,e45f010a7b55,rasp0,-49.9,-50,4.1821047332653,16
rssi,2024-04-02 14:18:01.001,e45f010a7b55,rasp0,-49.2,-50,3.45832329315812,20
rssi,2024-04-02 14:18:02.002,e45f010a7b55,rasp0,-48.4,-43,3.85227205685164,22
rssi,2024-04-02 14:18:03.003,e45f010a7b55,rasp0,-48.6,-56,4.17612260356422,24
rssi,2024-04-02 14:18:04.004,e45f010a7b55,rasp0,-49.6,-63,5.93632883186233,26
rssi,2024-04-02 14:18:04.004,e45f010a7b55,rasp0,-51.1,-66,7.72593036468748,27
rssi,2024-04-02 14:18:07.007,e45f010a7b55,rasp0,-53.3,-71,9.69587541174081,33
rssi,2024-04-02 14:18:09.009,e45f010a7b55,rasp0,-55.8,-70,10.428806259587,37
rssi,2024-04-02 14:18:10.010,e45f010a7b55,rasp0,-58,-69,10.6583300755794,38
rssi,2024-04-02 14:18:11.011,e45f010a7b55,rasp0,-60,-62,9.2520268049763,41
rssi,2024-04-02 14:18:12.012,e45f010a7b55,rasp0,-61.2,-62,8.63481325796916,42
