name,time,advertising_interval,sequence_number
rssi,2024-04-02 14:15:00.000,500,1
rssi,2024-04-02 14:15:01.001,500,2
rssi,2024-04-02 14:15:01.001,500,3
rssi,2024-04-02 14:15:02.002,500,4
rssi,2024-04-02 14:15:02.002,500,5
rssi,2024-04-02 14:15:03.003,500,6
rssi,2024-04-02 14:15:03.003,500,7
rssi,2024-04-02 14:15:04.004,500,8
rssi,2024-04-02 14:15:04.004,500,9
rssi,2024-04-02 14:15:05.005,500,10
rssi,2024-04-02 14:15:05.005,500,11
rssi,2024-04-02 14:15:06.006,500,12
rssi,2024-04-02 14:15:06.006,500,13
rssi,2024-04-02 14:15:07.007,500,14
rssi,2024-04-02 14:15:07.007,500,15
rssi,2024-04-02 14:15:08.008,500,16
rssi,2024-04-02 14:15:08.008,500,17
rssi,2024-04-02 14:15:09.009,500,18
rssi,2024-04-02 14:15:09.009,500,19
rssi,2024-04-02 14:15:10.010,500,20
rssi,2024-04-02 14:15:10.010,500,21
rssi,2024-04-02 14:15:11.011,500,22
rssi,2024-04-02 14:15:11.011,500,23
rssi,2024-04-02 14:15:12.012,500,24
rssi,2024-04-02 14:15:12.012,500,25
rssi,2024-04-02 14:15:13.013,500,26
rssi,2024-04-02 14:15:13.013,500,27
rssi,2024-04-02 14:15:14.014,500,28
rssi,2024-04-02 14:15:14.014,500,29
rssi,2024-04-02 14:15:15.015,500,30
rssi,2024-04-02 14:15:15.015,500,31
rssi,2024-04-02 14:15:16.016,500,32
rssi,2024-04-02 14:15:16.016,500,33
rssi,2024-04-02 14:15:17.017,500,34
rssi,2024-04-02 14:15:17.017,500,35
rssi,2024-04-02 14:15:18.018,500,36
rssi,2024-04-02 14:15:18.018,500,37
rssi,2024-04-02 14:15:19.019,500,38
rssi,2024-04-02 14:15:19.019,500,39
rssi,2024-04-02 14:15:20.020,500,40
rssi,2024-04-02 14:15:20.020,500,41
rssi,2024-04-02 14:15:21.021,500,42
rssi,2024-04-02 14:15:21.021,500,43
rssi,2024-04-02 14:15:22.022,500,44
rssi,2024-04-02 14:15:22.022,500,45
rssi,2024-04-02 14:15:23.023,500,46
rssi,2024-04-02 14:16:39.039,500,1
rssi,2024-04-02 14:16:39.039,500,2
rssi,2024-04-02 14:16:40.040,500,3
rssi,2024-04-02 14:16:40.040,500,4
rssi,2024-04-02 14:16:41.041,500,5
rssi,2024-04-02 14:16:41.041,500,6
rssi,2024-04-02 14:16:42.042,500,7
rssi,2024-04-02 14:16:42.042,500,8
rssi,2024-04-02 14:16:43.043,500,9
rssi,2024-04-02 14:16:43.043,500,10
rssi,2024-04-02 14:16:44.044,500,11
rssi,2024-04-02 14:16:44.044,500,12
rssi,2024-04-02 14:16:45.045,500,13
rssi,2024-04-02 14:16:45.045,500,14
rssi,2024-04-02 14:16:46.046,500,15
rssi,2024-04-02 14:16:46.046,500,16
rssi,2024-04-02 14:16:47.047,500,17
rssi,2024-04-02 14:16:47.047,500,18
rssi,2024-04-02 14:16:48.048,500,19
rssi,2024-04-02 14:16:48.048,500,20
rssi,2024-04-02 14:16:49.049,500,21
rssi,2024-04-02 14:16:49.049,500,22
rssi,2024-04-02 14:16:50.050,500,23
rssi,2024-04-02 14:16:50.050,500,24
rssi,2024-04-02 14:16:51.051,500,25
rssi,2024-04-02 14:16:51.051,500,26
rssi,2024-04-02 14:16:52.052,500,27
rssi,2024-04-02 14:16:52.052,500,28
rssi,2024-04-02 14:16:53.053,500,29
rssi,2024-04-02 14:16:53.053,500,30
rssi,2024-04-02 14:16:54.054,500,31
rssi,2024-04-02 14:16:54.054,500,32
rssi,2024-04-02 14:16:55.055,500,33
rssi,2024-04-02 14:16:55.055,500,34
rssi,2024-04-02 14:16:56.056,500,35
