distance,mean_dwell_time,std_dwell_time,mean_packets,mean_rssi,detection_quality
3,61.695727,1.65809711796633,75.11111111111111,-58.957056324802224,1.2174442990372918
5,63.108250777777776,1.2118956012095043,75.22222222222223,-62.013605507179214,1.1919554304729696
7,70.73938122222222,25.08309103220161,80.0,-61.704114346591545,1.1309117865858378
9,65.76219633333332,12.053534323871691,74.0,-62.75062414099432,1.1252665532171577
