time_,Latitude_,Longitude_,Altitude_m__,Speed_km_h__,TotalDistance_km_
2024-04-02 13:53:04,53.355535,-6.28036,75,0,0.121
2024-04-02 13:53:05,53.355535,-6.28036,75,0,0.121
2024-04-02 13:53:06,53.355535,-6.28036,75,0,0.121
2024-04-02 13:53:07,53.355535,-6.28036,75,0,0.121
2024-04-02 13:53:08,53.355535,-6.28036,75,0,0.121
2024-04-02 13:53:09,53.355535,-6.28036,75,0,0.121
2024-04-02 13:53:10,53.355534,-6.280364,76,1,0.121
2024-04-02 13:53:11,53.355542,-6.280361,75,3.4,0.122
2024-04-02 13:53:12,53.355549,-6.280354,76,3.1,0.123
2024-04-02 13:53:13,53.355555,-6.280352,76,2.3,0.124
2024-04-02 13:53:14,53.355562,-6.280356,76,3.1,0.125
2024-04-02 13:53:15,53.355573,-6.280354,76,4.4,0.126
2024-04-02 13:53:16,53.355585,-6.280356,75,4.8,0.127
2024-04-02 13:53:17,53.355599,-6.280354,75,5.5,0.129
2024-04-02 13:53:18,53.355607,-6.280343,75,4.1,0.13
2024-04-02 13:53:19,53.355617,-6.280333,76,4.5,0.131
2024-04-02 13:53:20,53.355622,-6.280332,76,2.4,0.132
2024-04-02 13:53:21,53.355632,-6.280332,75,3.6,0.133
2024-04-02 13:53:22,53.355641,-6.280332,75,3.8,0.134
2024-04-02 13:53:23,53.35565,-6.28033,75,3.7,0.135
2024-04-02 13:53:24,53.355661,-6.280324,75,4.5,0.136
2024-04-02 13:53:25,53.355671,-6.280318,75,4.5,0.137
2024-04-02 13:53:26,53.35568,-6.280321,74,3.6,0.138
2024-04-02 13:53:27,53.35569,-6.280323,74,4,0.139
2024-04-02 13:53:28,53.355698,-6.280319,74,3.3,0.14
2024-04-02 13:53:29,53.355707,-6.280318,74,3.7,0.141
2024-04-02 13:55:07,53.355555,-6.280386,73,0,0.167
2024-04-02 13:55:08,53.355555,-6.280386,73,0,0.167
2024-04-02 13:55:09,53.355555,-6.280386,73,0,0.167
2024-04-02 13:55:10,53.355555,-6.280386,73,0,0.167
2024-04-02 13:55:11,53.355555,-6.280386,73,0,0.167
2024-04-02 13:55:12,53.355555,-6.280386,73,0,0.167
2024-04-02 13:55:13,53.355562,-6.280378,74,3.3,0.167
2024-04-02 13:55:14,53.355571,-6.280378,74,3.9,0.169
2024-04-02 13:55:15,53.355579,-6.280367,75,4.2,0.17
2024-04-02 13:55:16,53.355589,-6.280356,75,4.5,0.171
2024-04-02 13:55:17,53.355597,-6.280356,76,3.2,0.172
2024-04-02 13:55:18,53.355607,-6.280355,76,4.2,0.173
2024-04-02 13:55:19,53.355618,-6.280348,76,4.8,0.174
2024-04-02 13:55:20,53.355629,-6.280343,76,4.3,0.176
2024-04-02 13:55:21,53.355639,-6.280336,76,4.6,0.177
2024-04-02 13:55:22,53.355646,-6.280329,76,3.1,0.178
2024-04-02 13:55:23,53.355652,-6.28033,76,2.2,0.178
2024-04-02 13:55:24,53.355666,-6.280333,76,5.6,0.18
2024-04-02 13:55:25,53.355678,-6.280333,75,5.1,0.181
2024-04-02 13:55:26,53.355689,-6.28033,75,4.2,0.182
2024-04-02 13:55:27,53.355703,-6.280319,75,6.1,0.184
2024-04-02 13:55:28,53.355712,-6.280314,75,4.1,0.185
2024-04-02 13:55:29,53.355719,-6.280309,75,3,0.186
2024-04-02 13:55:30,53.355726,-6.280306,75,2.9,0.187
2024-04-02 13:56:35,53.355576,-6.280374,76,0,0.21
2024-04-02 13:56:36,53.355576,-6.280374,76,0,0.21
2024-04-02 13:56:37,53.355576,-6.280374,76,0,0.21
2024-04-02 13:56:38,53.355576,-6.280374,76,0,0.21
2024-04-02 13:56:39,53.355576,-6.280374,76,0,0.21
2024-04-02 13:56:40,53.355574,-6.280372,77,1,0.21
2024-04-02 13:56:41,53.355582,-6.280368,78,3.3,0.211
2024-04-02 13:56:42,53.355592,-6.28036,78,4.6,0.213
2024-04-02 13:56:43,53.355601,-6.280358,78,3.5,0.214
2024-04-02 13:56:44,53.355611,-6.280354,78,4,0.215
2024-04-02 13:56:45,53.355621,-6.28035,78,4.3,0.216
2024-04-02 13:56:46,53.355629,-6.28035,78,3.2,0.217
2024-04-02 13:56:47,53.35564,-6.280344,78,4.7,0.218
2024-04-02 13:56:48,53.355649,-6.280335,78,4,0.219
2024-04-02 13:56:49,53.355655,-6.280329,78,2.8,0.22
2024-04-02 13:56:50,53.355658,-6.280333,78,1.6,0.22
2024-04-02 13:56:51,53.355665,-6.280331,78,3,0.221
2024-04-02 13:56:52,53.355673,-6.28033,77,3.1,0.222
2024-04-02 13:56:53,53.355683,-6.280327,77,4.2,0.223
2024-04-02 13:56:54,53.355693,-6.28032,77,4.4,0.225
2024-04-02 13:56:55,53.355703,-6.280317,77,3.8,0.226
2024-04-02 13:56:56,53.355712,-6.280316,77,3.6,0.227
2024-04-02 13:56:57,53.35572,-6.280316,76,3.3,0.228
2024-04-02 13:56:58,53.355727,-6.280316,76,2.8,0.228
2024-04-02 13:56:59,53.355729,-6.280317,76,0.8,0.229
