distance,mean_rssi,std_rssi,detection_probability,true_contact,detected_as_contact
1.5,-57.6612426035503,11.92454204765288,0.8949704142011834,True,True
2.0,-57.6612426035503,11.92454204765288,0.8949704142011834,True,True
3.0,-57.6612426035503,11.92454204765288,0.8949704142011834,False,True
5.0,-61.197932053175776,8.746552753307002,0.8478581979320532,False,True
7.0,-61.34305555555556,8.605418068635094,0.8305555555555556,False,True
9.0,-61.429429429429426,8.347993607325334,0.8468468468468469,False,True
