name,time,addr,device,mean,median,rssi,sd
rssi,1685014531664000000,d74adea29cf7,rasp0,-59,-59,-59,0
rssi,1685014532174000000,d74adea29cf7,rasp0,-59,-59,-59,0
rssi,1685014532704000000,d74adea29cf7,rasp0,-59.666666666666664,-59,-61,0.9428090415820634
rssi,1685014533170000000,d74adea29cf7,rasp0,-60,-60,-61,1
rssi,1685014534187000000,d74adea29cf7,rasp0,-60.2,-61,-61,0.9797958971132712
rssi,1685014534689000000,d74adea29cf7,rasp0,-63.333333333333336,-61,-79,7.06320670013903
rssi,1685014535190000000,d74adea29cf7,rasp0,-65.42857142857143,-61,-78,8.312763729129232
rssi,1685014535649000000,d74adea29cf7,rasp0,-66.75,-61,-76,8.525696452489967
rssi,1685014536151000000,d74adea29cf7,rasp0,-68.22222222222223,-61,-80,9.052658023141635
rssi,1685014536652000000,d74adea29cf7,rasp0,-69.3,-68.5,-79,9.17660067781093
rssi,1685014537153000000,d74adea29cf7,rasp0,-69.7,-63,-63,8.798295289429651
rssi,1685014537743000000,d74adea29cf7,rasp0,-70.6,-65.5,-68,8.089499366462674
rssi,1685014538168000000,d74adea29cf7,rasp0,-70.8,-63,-63,7.871467461661771
rssi,1685014539238000000,d74adea29cf7,rasp0,-70.6,-63,-59,8.138795979750322
rssi,1685014539670000000,d74adea29cf7,rasp0,-70.4,-63,-59,8.392854103342914
rssi,1685014541660000000,d74adea29cf7,rasp0,-68.5,-62,-60,8.381527307120106
rssi,1685014542169000000,d74adea29cf7,rasp0,-67.1,-63,-64,7.8287930104199335
rssi,1685014543688000000,d74adea29cf7,rasp0,-65.8,-63,-63,7.30479294709987
rssi,1685014544271000000,d74adea29cf7,rasp0,-63.7,-63,-59,5.780138406647371
rssi,1685014544696000000,d74adea29cf7,rasp0,-62.5,-63,-67,3.1064449134018135
rssi,1685014545200000000,d74adea29cf7,rasp0,-62.2,-63,-60,3.1874754901018454
rssi,1685014546161000000,d74adea29cf7,rasp0,-62.1,-63,-67,3.014962686336267
rssi,1685014546823000000,d74adea29cf7,rasp0,-62.5,-63,-67,3.3541019662496847
rssi,1685014547165000000,d74adea29cf7,rasp0,-61.6,-63,-50,4.983974317750845
rssi,1685014547668000000,d74adea29cf7,rasp0,-61.3,-63,-56,5.21632054229799
rssi,1685014548175000000,d74adea29cf7,rasp0,-60.4,-62,-51,6.069596362197407
rssi,1685014548682000000,d74adea29cf7,rasp0,-59.6,-61,-56,6.069596362197408
rssi,1685014551147000000,d74adea29cf7,rasp0,-58.9,-61,-56,6.040695324215582
rssi,1685014552155000000,d74adea29cf7,rasp0,-58,-61,-50,6.603029607687671
rssi,1685014552663000000,d74adea29cf7,rasp0,-56.6,-61,-53,6.003332407921454
rssi,1685014553171000000,d74adea29cf7,rasp0,-56.5,-61,-59,5.953990258641679
rssi,1685014553719000000,d74adea29cf7,rasp0,-56.5,-61,-67,5.953990258641679
rssi,1685014554179000000,d74adea29cf7,rasp0,-55.9,-61,-61,5.107837115648853
rssi,1685014555185000000,d74adea29cf7,rasp0,-57.1,-61,-62,4.988987873306569
rssi,1685014556151000000,d74adea29cf7,rasp0,-57.5,-61,-60,5.044799302251775
rssi,1685014556655000000,d74adea29cf7,rasp0,-58.4,-61,-60,4.586937976471886
rssi,1685014557665000000,d74adea29cf7,rasp0,-58.6,-61,-58,4.521061822182927
rssi,1685014558170000000,d74adea29cf7,rasp0,-58.9,-60.5,-59,4.437341546466758
rssi,1685014558678000000,d74adea29cf7,rasp0,-59.9,-60,-60,3.3000000000000003
rssi,1685014559183000000,d74adea29cf7,rasp0,-60.4,-60,-58,2.4979991993593593
rssi,1685014560188000000,d74adea29cf7,rasp0,-60.4,-60,-59,2.4979991993593593
rssi,1685014560648000000,d74adea29cf7,rasp0,-59.5,-60,-58,1.284523257866513
rssi,1685014561652000000,d74adea29cf7,rasp0,-59.4,-60,-60,1.2
rssi,1685014563662000000,d74adea29cf7,rasp0,-59,-60,-58,0.8944271909999159
rssi,1685014565645000000,d74adea29cf7,rasp0,-58.8,-60,-58,0.8717797887081347
rssi,1685014566255000000,d74adea29cf7,rasp0,-58.6,-60,-58,0.8
rssi,1685014568170000000,d74adea29cf7,rasp0,-58.6,-60,-58,0.8
rssi,1685014569183000000,d74adea29cf7,rasp0,-58.8,-60,-61,1.0770329614269007
rssi,1685014569690000000,d74adea29cf7,rasp0,-58.8,-60,-60,1.0770329614269007
rssi,1685014570650000000,d74adea29cf7,rasp0,-59.1,-60,-61,1.2206555615733703
rssi,1685014571152000000,d74adea29cf7,rasp0,-59,-60,-58,1.2649110640673518
rssi,1685014572158000000,d74adea29cf7,rasp0,-59,-60,-58,1.2649110640673518
rssi,1685014572666000000,d74adea29cf7,rasp0,-58.8,-60,-58,1.2489995996796797
rssi,1685014573261000000,d74adea29cf7,rasp0,-59.1,-60,-61,1.374772708486752
rssi,1685014573722000000,d74adea29cf7,rasp0,-59.4,-60,-61,1.42828568570857
rssi,1685014574181000000,d74adea29cf7,rasp0,-59.5,-60,-59,1.3601470508735443
rssi,1685014574827000000,d74adea29cf7,rasp0,-59.8,-60,-61,1.32664991614216
rssi,1685014575198000000,d74adea29cf7,rasp0,-59.5,-60,-58,1.3601470508735443
