name,time,location
buttons,1685017217253000000,start
buttons,1685017222367000000,approach
buttons,1685017227446000000,centre
buttons,1685017232711000000,depart
buttons,1685017237684000000,end
buttons,1685017244837000000,end
buttons,1685017249427000000,depart
buttons,1685017255158000000,centre
buttons,1685017259892000000,approach
buttons,1685017265635000000,start
buttons,1685017270398000000,start
buttons,1685017276108000000,approach
buttons,1685017281596000000,centre
buttons,1685017286694000000,depart
buttons,1685017292064000000,end
buttons,1685017299548000000,end
buttons,1685017304425000000,depart
buttons,1685017310516000000,centre
buttons,1685017315264000000,approach
buttons,1685017321556000000,start
buttons,1685017327475000000,start
buttons,1685017332654000000,approach
buttons,1685017337956000000,centre
buttons,1685017343488000000,depart
buttons,1685017349949000000,end
buttons,1685017358397000000,end
buttons,1685017363619000000,depart
buttons,1685017369874000000,centre
buttons,1685017374459000000,approach
buttons,1685017381445000000,start
buttons,1685017388823000000,start
buttons,1685017394444000000,approach
buttons,1685017400107000000,centre
buttons,1685017405787000000,depart
buttons,1685017411036000000,end
buttons,1685017421241000000,end
buttons,1685017427730000000,depart
buttons,1685017432939000000,centre
buttons,1685017438022000000,approach
buttons,1685017444184000000,start
buttons,1685017454753000000,start
buttons,1685017458725000000,approach
buttons,1685017464137000000,centre
buttons,1685017469374000000,depart
buttons,1685017474562000000,end
buttons,1685017483594000000,end
buttons,1685017488011000000,depart
buttons,1685017494066000000,centre
buttons,1685017499032000000,approach
buttons,1685017505032000000,start
buttons,1685017511516000000,start
buttons,1685017516737000000,approach
buttons,1685017522489000000,centre
buttons,1685017527572000000,depart
buttons,1685017533960000000,end
buttons,1685017541441000000,end
buttons,1685017546328000000,depart
buttons,1685017551922000000,centre
buttons,1685017557220000000,approach
buttons,1685017562891000000,start
buttons,1685017570374000000,start
buttons,1685017576361000000,approach
buttons,1685017581695000000,centre
buttons,1685017587835000000,depart
buttons,1685017593032000000,end
buttons,1685017599300000000,end
buttons,1685017604493000000,depart
buttons,1685017610778000000,centre
buttons,1685017615830000000,approach
buttons,1685017621747000000,start
